<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.10.23	19210.10	19515.53	19062.46	19489.67	49105	0	1794
2022.10.24	19489.29	19689.96	19147.46	19381.11	105453	0	1794
2022.10.25	19381.12	20411.13	19228.96	20180.11	106604	0	1794
2022.10.26	20182.90	21013.52	19991.46	20742.73	116352	0	1794
2022.10.27	20742.75	20903.96	20239.26	20387.83	104532	0	1794
2022.10.28	20387.87	20748.46	19946.46	20624.32	106036	0	1794
2022.10.29	20624.34	21071.46	20548.96	20851.85	95025	0	1794
2022.10.30	20849.96	20929.96	20547.46	20676.46	63324	0	1794
2022.10.31	20677.46	20828.46	20222.96	20388.86	98148	0	1794
2022.11.01	20389.36	20678.46	20314.28	20441.46	79103	0	1794
2022.11.02	20443.46	20799.11	20043.61	20139.61	113990	0	1794
2022.11.03	20140.11	20381.53	20024.61	20249.11	96587	0	1794
2022.11.04	20250.28	21293.11	20149.61	21162.08	115283	0	1794
2022.11.05	21161.00	21467.61	21073.11	21318.61	98074	0	1794
2022.11.06	21319.61	21359.12	21104.61	21118.61	86308	0	1794
2022.11.07	21119.73	21174.78	20577.11	20675.11	103309	0	1794
2022.11.08	20675.10	20675.83	16904.11	18686.80	186442	0	1794
2022.11.09	18687.66	18714.65	15570.11	15689.55	206198	0	1794
2022.11.10	15686.83	18115.96	15493.61	17795.48	210925	0	1794
2022.11.11	17795.75	17823.46	16316.96	16749.47	174933	0	1794
2022.11.12	16749.83	17067.46	16576.96	16780.56	134327	0	1794
2022.11.13	16781.14	16915.46	16199.46	16354.89	64682	0	1794
2022.11.14	16354.90	17147.46	15773.96	16368.37	104860	0	1794
2022.11.15	16369.10	17088.82	16309.96	16882.33	209037	0	1794
2022.11.16	16882.28	16976.46	16344.96	16520.33	159457	0	1794
2022.11.17	16520.13	16734.46	16387.46	16673.90	148037	0	1794
2022.11.18	16674.26	16970.96	16521.96	16624.38	98037	0	1794
2022.11.19	16624.37	16696.46	16523.44	16650.51	72778	0	1794
2022.11.20	16650.61	16788.46	16179.96	16248.73	77228	0	1794
2022.11.21	16248.73	16321.46	15446.96	15620.21	130391	0	1794
2022.11.22	15620.36	16282.46	15585.89	16112.33	214812	0	1794
2022.11.23	16112.26	16674.96	16077.46	16458.89	203419	0	1794
2022.11.24	16458.88	16781.96	16426.46	16530.33	98951	0	1794
2022.11.25	16530.46	16613.03	16318.46	16480.59	117166	0	1794
2022.11.26	16480.63	16681.31	16401.98	16494.00	242307	0	1876
2022.11.27	16494.02	16578.58	16366.72	16559.08	241169	0	1876
2022.11.28	16559.10	16578.11	15983.61	16182.80	276325	0	1876
2022.11.29	16182.86	16527.10	16083.53	16449.00	256183	0	1876
2022.11.30	16448.47	17135.61	16411.31	17096.05	289167	0	1876
2022.12.01	17095.96	17295.72	16851.39	16914.28	249918	0	1876
2022.12.02	16914.31	17095.92	16780.62	17003.97	210143	0	1876
2022.12.03	17003.97	17143.60	16866.60	16938.17	173490	0	1876
2022.12.04	16938.17	17146.49	16853.73	17103.30	208648	0	1876
2022.12.05	17103.37	17410.32	16857.53	16964.03	271496	0	1876
2022.12.06	16964.05	17092.81	16896.05	16982.36	247324	0	1876
2022.12.07	16983.36	17127.97	16674.22	16820.11	250087	0	1876
2022.12.08	16819.74	17291.05	16729.61	17174.25	240590	0	1876
2022.12.09	17173.61	17338.59	17057.97	17102.42	242024	0	1876
2022.12.10	17102.42	17217.05	17097.12	17116.82	182762	0	1876
2022.12.11	17116.83	17259.61	17075.89	17104.06	167031	0	1876
2022.12.12	17104.06	17208.96	16866.23	17167.11	223054	0	1876
2022.12.13	17167.12	17960.06	17079.39	17751.45	282650	0	1876
2022.12.14	17751.57	18369.68	17651.34	17821.45	273860	0	1876
2022.12.15	17822.77	17870.06	17308.96	17387.50	268151	0	1876
2022.12.16	17387.50	17514.38	16727.63	16824.58	275403	0	1876
2022.12.17	16824.59	16863.14	16520.40	16706.62	274845	0	1876
2022.12.18	16705.16	16790.38	16654.76	16740.56	239521	0	1876
2022.12.19	16740.57	16846.49	16510.50	16574.58	279605	0	1876
2022.12.20	16574.58	17048.26	16264.03	16869.27	297838	0	1876
2022.12.21	16869.28	16916.63	16721.15	16786.12	274932	0	1876
2022.12.22	16785.52	16857.63	16551.53	16782.99	286748	0	1876
2022.12.23	16783.00	16925.79	16735.69	16797.57	273240	0	1876
2022.12.24	16798.17	16852.58	16749.17	16815.75	211764	0	1876
2022.12.25	16815.76	16842.86	16713.68	16819.92	238621	0	1876
2022.12.26	16820.03	16908.23	16778.40	16822.23	239172	0	1876
2022.12.27	16822.16	16954.42	16577.46	16683.40	258965	0	1876
2022.12.28	16683.40	16766.37	16450.63	16507.76	256450	0	1876
2022.12.29	16507.83	16643.62	16456.79	16582.30	233696	0	1876
2022.12.30	16582.32	16636.89	16316.50	16564.64	239786	0	1876
2022.12.31	16564.64	16623.64	16513.78	16529.42	183481	0	1876
2023.01.01	16529.44	16610.60	16453.03	16592.15	187715	0	1876
2023.01.02	16591.72	16778.47	16534.68	16740.29	197982	0	1876
2023.01.03	16740.43	16762.36	16590.62	16647.78	245165	0	1876
2023.01.04	16647.92	16977.45	16632.81	16812.27	266661	0	1876
2023.01.05	16812.27	16862.50	16742.35	16833.79	238036	0	1876
2023.01.06	16833.79	17015.66	16661.47	16918.94	242172	0	1876
2023.01.07	16918.98	16968.92	16894.11	16926.63	196335	0	1876
2023.01.08	16926.63	17008.43	16900.62	16945.76	176916	0	1876
2023.01.09	16945.88	17386.52	16940.83	17170.35	278934	0	1876
2023.01.10	17170.42	17483.88	17119.26	17453.23	275065	0	1876
2023.01.11	17453.80	17570.64	17305.03	17549.87	283274	0	1876
2023.01.12	17549.90	19102.33	17503.31	18823.17	343330	0	1876
2023.01.13	18823.18	19889.58	18706.31	19802.48	316770	0	1876
2023.01.14	19802.51	21312.60	19722.66	20892.97	368663	0	1876
2023.01.15	20892.97	21062.79	20550.78	20895.66	308733	0	1876
2023.01.16	20895.73	21439.20	20607.48	21123.65	327153	0	1876
2023.01.17	21123.71	21572.93	20843.03	21305.12	283937	0	1876
2023.01.18	21305.12	21629.99	20380.62	20766.99	321742	0	1876
2023.01.19	20766.99	21186.74	20615.90	20925.77	266597	0	1876
2023.01.20	20925.77	22430.56	20856.26	22309.40	301812	0	1876
2023.01.21	22309.40	23350.26	22309.40	23194.05	348507	0	1876
2023.01.22	23194.09	23200.31	22289.60	22581.08	316573	0	1876
2023.01.23	22581.12	23163.05	22501.51	22989.95	316187	0	1876
2023.01.24	22989.95	23155.79	22714.93	22891.32	313127	0	1876
2023.01.25	22891.38	23692.63	22322.36	23584.45	318039	0	1876
2023.01.26	23584.73	23808.33	22823.48	23070.55	310638	0	1876
2023.01.27	23070.57	23495.70	22531.38	23079.45	322793	0	1876
2023.01.28	23075.21	23185.22	22874.62	22997.74	272670	0	1876
2023.01.29	22997.74	23950.23	22958.41	23785.70	326569	0	1876
2023.01.30	23785.70	23867.95	22545.72	22735.94	344642	0	1876
2023.01.31	22735.26	23204.87	22490.63	22941.69	317121	0	1876
2023.02.01	22941.73	23787.57	22751.01	23671.53	285816	0	1876
2023.02.02	23671.54	24247.46	23401.28	23443.90	298628	0	1876
2023.02.03	23440.45	23708.17	23198.62	23374.65	275534	0	1876
2023.02.04	23374.65	23577.07	23247.63	23407.28	201567	0	1876
2023.02.05	23407.29	23441.34	22748.63	22894.25	224352	0	1876
2023.02.06	22894.31	23145.18	22628.02	22905.55	229322	0	1876
2023.02.07	22905.55	23338.17	22629.56	23187.41	203833	0	1876
2023.02.08	23187.41	23438.35	22663.33	22947.49	220267	0	1876
2023.02.09	22947.49	23001.61	21690.62	21847.81	251760	0	1876
2023.02.10	21847.95	21948.53	21458.30	21528.59	217521	0	1876
2023.02.11	21528.48	21829.35	21512.36	21818.39	155359	0	1876
2023.02.12	21818.41	22080.27	21702.36	21730.67	173331	0	1876
2023.02.13	21730.68	21893.65	21357.14	21618.46	227973	0	1876
2023.02.14	21618.47	22315.00	21536.86	22242.93	216472	0	1876
2023.02.15	22242.93	24311.84	22044.11	24170.12	218099	0	1876
2023.02.16	24170.13	25243.76	24104.59	24527.66	282629	0	1876
2023.02.17	24527.73	25012.94	23333.64	24472.36	291307	0	1876
2023.02.18	24471.77	24868.54	24048.15	24609.91	223825	0	1876
2023.02.19	24609.95	25183.18	24253.70	24537.50	227183	0	1876
2023.02.20	24537.51	25109.10	23832.22	24759.69	279737	0	1876
2023.02.21	24759.71	25259.50	24144.57	24191.05	255373	0	1876
2023.02.22	24193.37	24469.71	23572.24	23793.80	309380	0	1876
2023.02.23	23793.81	24590.45	23603.21	23867.99	308836	0	1876
2023.02.24	23869.20	24121.60	22513.38	23085.58	310003	0	1876
2023.02.25	23085.58	23209.96	22741.35	22927.69	250042	0	1876
2023.02.26	22927.29	23679.11	22894.15	23552.37	281839	0	1876
2023.02.27	23552.44	23885.02	23103.63	23373.77	302066	0	1876
2023.02.28	23373.84	23588.77	23017.86	23135.95	254335	0	1876
2023.03.01	23136.40	23990.42	23016.57	23546.53	267194	0	1876
2023.03.02	23546.53	23783.75	23187.02	23399.67	231348	0	1876
2023.03.03	23399.67	23548.10	21978.67	22231.59	228167	0	1876
2023.03.04	22231.61	22401.01	22150.65	22205.30	185367	0	1876
2023.03.05	22205.36	22645.25	22185.75	22473.97	191557	0	1876
2023.03.06	22473.98	22589.22	22258.15	22399.73	220296	0	1876
2023.03.07	22399.73	22546.72	21923.36	22046.25	189277	0	1876
2023.03.08	22046.24	22270.23	21843.68	21997.47	205567	0	1876
2023.03.09	21997.89	22001.79	20040.62	20211.02	245757	0	1876
2023.03.10	20211.02	20483.11	19560.25	20089.05	292054	0	1876
2023.03.11	20090.26	20936.95	19903.81	20497.13	254025	0	1876
2023.03.12	20494.77	21590.60	20435.04	21488.53	205017	0	1876
2023.03.13	21488.02	24614.75	21301.97	24172.44	329661	0	1876
2023.03.14	24172.44	26539.17	24022.25	24626.24	334610	0	1876
2023.03.15	24626.26	25285.35	23921.65	24530.71	332096	0	1876
2023.03.16	24530.71	25223.92	24200.92	24961.68	283217	0	1876
2023.03.17	24961.68	27278.27	24888.52	27150.81	323433	0	1876
2023.03.18	27150.82	27820.29	26643.62	27260.09	281105	0	1876
2023.03.19	27260.09	28461.24	26876.37	28046.55	273300	0	1876
2023.03.20	28046.56	28555.05	27212.02	28081.72	309649	0	1876
2023.03.21	28081.72	28505.88	27405.39	28079.05	288940	0	1876
2023.03.22	28079.05	28924.80	26670.29	27138.73	233228	0	1876
2023.03.23	27141.29	28818.46	27043.84	28210.17	228074	0	1876
2023.03.24	28210.61	28487.76	27017.44	27364.28	238633	0	1876
2023.03.25	27361.32	27808.38	27174.73	27430.62	191353	0	1876
2023.03.26	27428.93	28220.57	27410.54	27795.02	157630	0	1876
2023.03.27	27795.03	28156.37	26516.24	27039.66	204606	0	1876
2023.03.28	27039.66	27501.61	26632.57	27302.49	202760	0	1876
2023.03.29	27302.45	28643.05	27091.80	28381.99	293146	0	1876
2023.03.30	28381.99	29175.59	27687.47	28139.11	293588	0	1876
2023.03.31	28136.50	28640.61	27504.98	28385.58	267369	0	1876
2023.04.01	28385.59	28816.82	28225.57	28447.92	222763	0	1876
2023.04.02	28447.94	28565.57	27864.07	28063.19	213175	0	1876
2023.04.03	28061.50	28513.68	27468.46	27582.83	273224	0	1876
2023.04.04	27584.96	28433.82	27220.68	28252.97	281864	0	1876
2023.04.05	28255.84	28780.62	27807.75	28143.85	265517	0	1876
2023.04.06	28143.82	28232.75	27707.39	27978.57	264284	0	1876
2023.04.07	27978.35	28109.42	27780.82	27879.52	251512	0	1876
2023.04.08	27879.51	28163.41	27867.80	27919.52	222463	0	1876
2023.04.09	27919.52	28263.71	27804.63	28127.42	227995	0	1876
2023.04.10	28127.43	29308.86	28122.34	29136.28	219878	0	1876
2023.04.11	29136.28	30573.75	29107.47	30181.64	304145	0	1876
2023.04.12	30182.38	30501.26	29665.62	29957.66	232835	0	1876
2023.04.13	29957.83	30609.60	29812.46	30271.80	192211	0	1876
2023.04.14	30271.80	31033.67	29990.63	30462.96	233930	0	1876
2023.04.15	30463.95	30610.42	30221.38	30296.69	118191	0	1876
2023.04.16	30296.68	30561.47	30138.89	30357.85	150379	0	1876
2023.04.17	30357.85	30422.15	29241.69	29451.07	190082	0	1876
2023.04.18	29451.07	30488.44	29100.40	30414.52	218127	0	1876
2023.04.19	30414.53	30438.82	29006.86	29238.24	251438	0	1876
2023.04.20	29238.25	29249.67	27984.94	28190.49	253263	0	1876
2023.04.21	28190.49	28356.67	27159.62	27247.98	271132	0	1876
2023.04.22	27248.00	27770.62	27123.63	27628.53	150537	0	1876
2023.04.23	27626.02	27874.32	27325.40	27498.55	200017	0	1876
2023.04.24	27498.55	27988.86	26960.62	27452.72	235926	0	1876
2023.04.25	27452.73	28043.86	27183.83	27969.23	197644	0	1876
2023.04.26	27969.23	30019.95	27220.85	28405.30	286657	0	1876
2023.04.27	28408.25	29881.07	28094.41	29622.57	337350	0	1957
2023.04.28	29622.57	29781.11	28890.22	29346.06	299940	0	1957
2023.04.29	29346.12	29459.28	29046.31	29228.63	210153	0	1957
2023.04.30	29228.63	29955.82	29093.07	29342.70	236532	0	1957
2023.05.01	29342.71	29494.56	27654.53	27664.56	283930	0	1957
2023.05.02	27664.59	28887.26	27658.27	28684.51	270820	0	1957
2023.05.03	28684.51	28827.53	28112.23	28518.41	299456	0	1957
2023.05.04	28518.20	29369.79	28518.20	28873.77	276076	0	1957
2023.05.05	28874.52	29691.07	28749.47	29509.94	273750	0	1957
2023.05.06	29509.94	29838.75	28385.25	28836.83	268848	0	1957
2023.05.07	28836.82	29174.41	28690.22	28939.08	244349	0	1957
2023.05.08	28939.08	28985.13	27270.22	27541.66	304970	0	1957
2023.05.09	27541.66	27823.30	27357.24	27648.04	252849	0	1957
2023.05.10	27648.04	28319.80	26795.19	27867.27	263079	0	1957
2023.05.11	27867.34	27877.22	26692.43	26996.45	253107	0	1957
2023.05.12	26996.45	27087.31	25800.52	26435.12	255735	0	1957
2023.05.13	26435.13	27043.53	26435.13	26907.41	219375	0	1957
2023.05.14	26907.09	27204.93	26569.80	26940.54	211495	0	1957
2023.05.15	26940.53	27665.55	26731.17	27344.66	238895	0	1957
2023.05.16	27344.66	27377.18	26850.34	26946.20	200467	0	1957
2023.05.17	26946.20	27455.77	26533.39	27326.69	208711	0	1957
2023.05.18	27327.04	27498.48	26351.74	26710.08	229970	0	1957
2023.05.19	26710.09	27172.32	26622.95	26829.83	200898	0	1957
2023.05.20	26829.83	27155.46	26822.75	27012.57	152183	0	1957
2023.05.21	27012.57	27276.65	26781.62	26839.07	167556	0	1957
2023.05.22	26839.08	27089.81	26528.66	26884.59	192572	0	1957
2023.05.23	26884.59	27482.79	26793.05	27208.82	202492	0	1957
2023.05.24	27208.83	27247.45	26060.22	26385.07	208174	0	1957
2023.05.25	26385.72	26608.42	25856.22	26480.99	196707	0	1957
2023.05.26	26480.99	26939.56	26323.91	26747.35	181973	0	1957
2023.05.27	26747.35	26840.18	26549.64	26751.96	153465	0	1957
2023.05.28	26751.97	27736.05	26731.70	27554.30	170267	0	1957
2023.05.29	27554.12	28455.78	27524.13	27681.49	203033	0	1957
2023.05.30	27681.49	28047.45	27546.25	27761.33	206067	0	1957
2023.05.31	27761.33	27845.55	26833.19	27106.25	208611	0	1957
2023.06.01	27106.25	27349.27	26605.22	26859.26	208616	0	1957
2023.06.02	26859.26	27284.31	26498.22	27163.06	234289	0	1957
2023.06.03	27162.11	27328.52	27027.22	27059.08	153164	0	1957
2023.06.04	27059.09	27298.08	26914.27	27240.13	169973	0	1957
2023.06.05	27240.13	27453.31	25381.28	25626.88	251912	0	1957
2023.06.06	25626.89	27207.31	25341.67	26938.41	260136	0	1957
2023.06.07	26940.32	27390.39	26240.46	26351.03	254449	0	1957
2023.06.08	26351.03	26809.44	26112.81	26633.90	246465	0	1957
2023.06.09	26633.85	26770.21	26273.43	26434.34	229976	0	1957
2023.06.10	26434.34	26524.77	25376.12	25755.26	305491	0	1957
2023.06.11	25755.27	26209.31	25638.22	26125.61	231679	0	1957
2023.06.12	26125.90	26142.77	25613.30	25885.32	244392	0	1957
2023.06.13	25885.33	26417.11	25700.25	25836.41	267170	0	1957
2023.06.14	25836.41	26071.59	24810.00	24917.52	200317	0	1957
2023.06.15	24919.55	25573.42	24740.22	25533.55	265367	0	1957
2023.06.16	25533.69	26470.25	25134.53	26378.83	252323	0	1957
2023.06.17	26378.39	26770.88	26155.09	26519.82	204940	0	1957
2023.06.18	26519.82	26681.88	26347.81	26459.29	198606	0	1957
2023.06.19	26459.27	27029.93	26236.26	26704.68	217487	0	1957
2023.06.20	26704.50	28254.12	26628.41	28166.11	237174	0	1957
2023.06.21	28166.11	30783.89	28092.48	29976.96	237236	0	1957
2023.06.22	29976.96	30503.46	29531.87	30150.86	255999	0	1957
2023.06.23	30149.41	31424.82	29793.24	30915.84	266120	0	1957
2023.06.24	30915.84	30942.68	30257.41	30515.50	232891	0	1957
2023.06.25	30515.49	31042.97	30279.59	30374.35	232753	0	1957
2023.06.26	30374.30	30650.63	29917.57	30150.54	228237	0	1957
2023.06.27	30151.25	31006.85	30095.33	30647.92	200826	0	1957
2023.06.28	30647.91	30727.24	29843.97	30091.40	154040	0	1957
2023.06.29	30091.29	30825.16	30018.18	30383.96	159447	0	1957
2023.06.30	30383.96	31261.72	29416.46	30378.54	233973	0	1957
2023.07.01	30378.65	30648.78	30301.05	30577.28	144369	0	1957
2023.07.02	30577.28	30678.42	30155.61	30581.91	122198	0	1957
2023.07.03	30581.91	31385.65	30418.33	31110.85	176958	0	1957
2023.07.04	31110.84	31322.12	30617.26	30798.09	194638	0	1957
2023.07.05	30798.02	30871.58	30181.54	30458.32	176549	0	1957
2023.07.06	30458.32	31508.28	29871.17	30303.80	246097	0	1957
2023.07.07	30306.47	30445.85	29708.99	30256.03	217412	0	1957
2023.07.08	30256.07	30377.82	30038.01	30152.00	129610	0	1957
2023.07.09	30152.22	30438.84	30106.94	30189.95	127713	0	1957
2023.07.10	30189.95	31041.61	29945.07	30767.12	167473	0	1957
2023.07.11	30767.12	30801.87	30190.44	30564.73	165754	0	1957
2023.07.12	30563.31	30971.97	30192.21	30341.70	140409	0	1957
2023.07.13	30342.47	31829.15	30240.94	31388.90	164629	0	1957
2023.07.14	31386.89	31628.71	29910.52	30195.98	183493	0	1957
2023.07.15	30190.73	30396.48	30154.48	30302.98	81936	0	1957
2023.07.16	30302.98	30446.46	30065.25	30271.73	109878	0	1957
2023.07.17	30271.90	30368.41	29658.39	29919.21	147673	0	1957
2023.07.18	29919.38	30281.53	29517.32	29772.73	163424	0	1957
2023.07.19	29772.73	30185.51	29746.22	29954.80	144541	0	1957
2023.07.20	29954.79	30411.51	29555.19	29730.01	169225	0	1957
2023.07.21	29730.02	30049.50	29719.36	29871.87	150493	0	1957
2023.07.22	29871.89	29992.43	29794.10	29821.83	99917	0	1957
2023.07.23	29821.84	30340.92	29616.82	30133.00	116148	0	1957
2023.07.24	30131.98	30133.63	28842.38	29131.56	170626	0	1957
2023.07.25	29131.59	29360.13	29036.53	29217.80	121970	0	1957
2023.07.26	29217.82	29675.10	29082.63	29565.37	155983	0	1957
2023.07.27	29565.40	29655.53	29065.22	29129.12	157551	0	1957
2023.07.28	29129.11	29516.87	29105.13	29328.50	180013	0	1957
2023.07.29	29328.50	29400.51	29242.24	29344.30	111003	0	1957
2023.07.30	29344.35	29439.17	29023.27	29259.17	121604	0	1957
2023.07.31	29257.42	29517.18	29091.55	29192.43	140615	0	1957
2023.08.01	29192.44	29330.55	28540.92	29198.97	172561	0	2605
2023.08.02	29198.97	30017.84	28892.10	29105.24	175962	0	2605
2023.08.03	29105.62	29386.94	28925.91	29268.80	134681	0	2605
2023.08.04	29268.49	29303.16	28750.80	28914.89	128227	0	2605
2023.08.05	28914.89	29098.85	28905.70	29014.59	97338	0	2605
2023.08.06	29014.60	29114.78	28941.98	29081.38	81476	0	2605
2023.08.07	29079.93	29170.10	28648.01	29147.50	119327	0	2605
2023.08.08	29147.51	29996.97	29091.52	29990.58	121855	0	2605
2023.08.09	29992.45	30202.58	29331.13	29469.07	114375	0	2605
2023.08.10	29467.79	29696.36	29296.38	29405.28	101025	0	2605
2023.08.11	29405.28	29519.52	29201.36	29372.87	92787	0	2605
2023.08.12	29372.08	29464.28	29336.96	29392.23	40606	0	2605
2023.08.13	29391.73	29434.74	29295.11	29386.13	29610	0	2605
2023.08.14	29385.60	29652.24	29063.23	29349.40	68785	0	2605
2023.08.15	29349.41	29448.15	29033.56	29158.30	50568	0	2605
2023.08.16	29158.31	29218.17	28797.32	28927.49	71162	0	2605
2023.08.17	28927.31	28934.45	27476.25	27627.91	132482	0	2605
2023.08.18	27631.47	27683.86	25195.88	26056.04	213975	0	2605
2023.08.19	26056.28	26254.46	25780.09	26041.58	111423	0	2605
2023.08.20	26040.76	26281.97	25961.98	26220.70	69094	0	2605
2023.08.21	26222.11	26229.17	25801.44	26092.32	94505	0	2605
2023.08.22	26092.32	26233.72	25706.35	25839.85	77381	0	2605
2023.08.23	25837.16	26801.36	25344.62	26580.25	96096	0	2605
2023.08.24	26578.33	26612.98	25836.71	26004.57	109852	0	2605
2023.08.25	26004.19	26274.02	25736.99	26033.52	99394	0	2605
2023.08.26	26033.53	26098.30	25958.42	26008.01	46684	0	2605
2023.08.27	26008.03	26158.85	25947.50	26069.83	28279	0	2605
2023.08.28	26071.18	26218.19	25839.96	25966.74	69038	0	2605
2023.08.29	25966.76	28131.36	25890.17	27562.42	124122	0	2605
2023.08.30	27566.25	27762.95	27002.74	27237.03	100011	0	2605
2023.08.31	27237.40	27562.80	25907.04	25998.94	106533	0	2605
2023.09.01	25998.94	26129.25	25294.35	25740.27	131578	0	2605
2023.09.02	25737.08	25970.00	25702.49	25834.46	59591	0	2605
2023.09.03	25834.46	26108.28	25783.65	26031.94	37508	0	2605
2023.09.04	26034.50	26079.82	25701.83	25814.28	44270	0	2605
2023.09.05	25814.26	25870.82	25538.55	25690.60	63332	0	2605
2023.09.06	25689.56	26007.02	25345.90	25651.63	64914	0	2605
2023.09.07	25650.78	26006.97	25582.77	25988.78	60157	0	2605
2023.09.08	25989.96	26444.77	25624.84	25891.71	87050	0	2605
2023.09.09	25891.71	25927.98	25777.14	25844.76	26971	0	2605
2023.09.10	25842.97	25903.39	25565.51	25804.60	39557	0	2605
2023.09.11	25803.38	26010.86	24891.98	25073.53	97687	0	2605
2023.09.12	25072.37	26531.33	25052.98	26058.85	130751	0	2605
2023.09.13	26058.87	26397.50	25749.29	26212.80	121969	0	2605
2023.09.14	26212.80	26840.61	26115.22	26564.20	106923	0	2605
2023.09.15	26563.18	26678.65	26205.10	26404.01	78118	0	2605
2023.09.16	26404.26	26875.29	26404.26	26520.20	48633	0	2605
2023.09.17	26519.86	26611.73	26413.91	26427.92	32884	0	2605
2023.09.18	26425.06	27410.86	26371.21	26759.54	104473	0	2605
2023.09.19	26758.03	27486.97	26657.00	27180.99	112721	0	2605
2023.09.20	27178.34	27379.65	26786.32	27083.07	119482	0	2605
2023.09.21	27084.83	27227.38	26350.74	26590.02	100665	0	2605
2023.09.22	26590.03	26727.57	26456.61	26522.83	78608	0	2605
2023.09.23	26523.28	26625.13	26473.62	26577.64	44112	0	2605
2023.09.24	26577.66	26716.80	26331.36	26491.89	42665	0	2605
2023.09.25	26489.93	26512.40	25974.23	26271.57	98685	0	2605
2023.09.26	26271.61	26378.96	26068.20	26136.62	84579	0	2605
2023.09.27	26138.93	26816.97	26071.36	26226.30	88559	0	2605
2023.09.28	26225.58	27298.38	26214.54	27075.49	95450	0	2605
2023.09.29	27075.16	27222.91	26658.30	26893.31	106024	0	2605
2023.09.30	26894.89	27083.45	26849.10	27058.05	51279	0	2605
2023.10.01	27058.73	27280.78	26941.53	27100.94	60017	0	2605
2023.10.02	27100.94	28585.10	27081.02	27826.08	160784	0	2605
2023.10.03	27826.20	27862.88	27157.59	27385.12	110784	0	2605
2023.10.04	27385.13	27824.33	27198.06	27633.70	97183	0	2605
2023.10.05	27634.72	28120.16	27345.02	27464.77	107284	0	2605
2023.10.06	27463.02	28055.46	27160.26	27981.94	117693	0	2605
2023.10.07	27980.00	28262.03	27846.42	27927.78	62352	0	2605
2023.10.08	27927.81	28094.89	27696.00	27913.71	61756	0	2605
2023.10.09	27912.54	27989.59	27256.97	27564.80	115490	0	2605
2023.10.10	27561.13	27725.01	27278.76	27391.62	87612	0	2605
2023.10.11	27388.58	27465.58	26508.30	26697.36	109204	0	2605
2023.10.12	26697.40	26925.57	26525.31	26726.06	91999	0	2605
2023.10.13	26726.07	27042.73	26648.31	26961.02	92623	0	2605
2023.10.14	26961.03	27105.48	26746.27	26835.84	51397	0	2605
2023.10.15	26835.84	27217.91	26783.14	27193.74	47784	0	2605
2023.10.16	27193.76	29986.97	27043.49	28402.73	150331	0	2605
2023.10.17	28402.74	28618.96	28070.82	28441.11	136467	0	2605
2023.10.18	28441.21	28975.05	28138.10	28245.48	113504	0	2605
2023.10.19	28246.56	28922.00	28109.55	28715.03	107467	0	2605
2023.10.20	28715.03	30226.54	28578.76	29591.89	177823	0	2605
2023.10.21	29590.49	30351.66	29461.98	30021.26	124311	0	2605
2023.10.22	30020.50	30256.95	29656.98	29850.54	130652	0	2605
2023.10.23	29848.13	31812.59	29705.99	31528.05	221952	0	2605
2023.10.24	31527.12	35132.89	31422.63	33628.59	310923	0	2605
2023.10.25	33628.50	35118.87	33336.92	34660.72	246129	0	2605
2023.10.26	34661.33	34824.96	33720.29	34174.50	230931	0	3361
2023.10.27	34174.49	34271.86	33383.20	33817.71	200038	0	3361
2023.10.28	33817.85	34479.56	33764.25	34116.89	161619	0	3361
2023.10.29	34118.39	34744.82	33918.31	34437.41	142080	0	3361
2023.10.30	34438.16	34848.30	34059.36	34526.61	194804	0	3361
2023.10.31	34527.54	34715.02	34023.37	34477.98	177095	0	3361
2023.11.01	34474.24	35619.60	34062.66	35377.26	178657	0	3361
2023.11.02	35377.40	35958.86	34294.93	34909.00	212993	0	3361
2023.11.03	34908.70	34934.67	34084.21	34600.57	174736	0	3361
2023.11.04	34601.37	34986.14	34555.47	34813.05	94210	0	3361
2023.11.05	34813.10	35313.19	34483.20	34663.45	145718	0	3361
2023.11.06	34663.45	35381.18	34647.12	35015.14	149416	0	3361
2023.11.07	35015.15	35941.41	34520.15	35484.30	109637	0	3361
2023.11.08	35484.30	35912.38	35093.44	35576.99	114299	0	3361
2023.11.09	35576.99	37962.60	35538.36	36520.95	173063	0	3361
2023.11.10	36520.91	37451.90	36322.94	37273.49	157063	0	3361
2023.11.11	37275.04	37528.19	36906.35	36972.25	110197	0	3361
2023.11.12	36971.23	37221.88	36691.78	37155.52	123207	0	3361
2023.11.13	37156.61	37416.38	36339.35	36468.53	130101	0	3361
2023.11.14	36468.57	36740.89	34769.54	35567.68	135849	0	3361
2023.11.15	35567.07	37866.16	35344.78	37633.24	151345	0	3361
2023.11.16	37625.85	37962.50	35494.32	35945.07	175125	0	3361
2023.11.17	35943.20	36707.97	35849.67	36397.39	154119	0	3361
2023.11.18	36397.96	36840.34	36193.10	36545.55	75299	0	3361
2023.11.19	36545.55	37077.18	36387.72	36987.65	70231	0	3361
2023.11.20	36987.65	37760.32	36703.20	37419.45	129758	0	3361
2023.11.21	37411.18	37655.88	36247.01	36832.27	124632	0	3491
2023.11.22	36835.48	37853.13	35626.32	37614.03	150267	0	3491
2023.11.23	37614.05	37754.33	36875.82	37237.23	119431	0	3491
2023.11.24	37239.75	38422.87	37198.40	37844.45	119133	0	3491
