<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.26	05:00:00	1806.482	1809.309	1806.022	1808.228	2760	0	112
2021.07.26	06:00:00	1808.259	1808.484	1804.559	1807.426	3641	0	112
2021.07.26	07:00:00	1807.402	1811.542	1806.171	1807.805	4110	0	112
2021.07.26	08:00:00	1807.854	1809.617	1806.312	1808.545	3317	0	112
2021.07.26	09:00:00	1808.555	1809.399	1807.453	1808.423	2951	0	112
2021.07.26	10:00:00	1808.378	1809.902	1807.074	1807.833	2488	0	112
2021.07.26	11:00:00	1807.837	1809.608	1807.247	1807.930	2814	0	112
2021.07.26	12:00:00	1807.975	1808.307	1801.181	1803.272	4375	0	112
2021.07.26	13:00:00	1803.291	1804.628	1799.322	1802.556	5356	0	112
2021.07.26	14:00:00	1802.510	1802.722	1796.653	1801.613	5782	0	62
2021.07.26	15:00:00	1801.607	1802.428	1798.218	1799.489	3727	0	62
2021.07.26	16:00:00	1799.481	1800.793	1798.307	1799.419	2810	0	62
2021.07.26	17:00:00	1799.374	1799.955	1798.360	1798.472	2302	0	62
2021.07.26	18:00:00	1798.468	1798.565	1796.370	1797.129	2098	0	62
2021.07.26	19:00:00	1797.139	1798.407	1796.905	1797.491	2075	0	62
2021.07.26	20:00:00	1797.524	1798.579	1797.200	1797.555	1209	0	112
2021.07.26	22:00:00	1797.782	1798.163	1797.420	1797.541	1362	0	0
2021.07.26	23:00:00	1797.543	1797.936	1796.528	1797.644	1043	0	112
2021.07.27	00:00:00	1797.649	1798.491	1796.637	1798.481	1493	0	112
2021.07.27	01:00:00	1798.477	1799.846	1795.061	1795.071	3209	0	62
2021.07.27	02:00:00	1795.045	1799.595	1794.584	1799.249	2611	0	62
2021.07.27	03:00:00	1799.241	1799.838	1797.856	1799.389	2227	0	62
2021.07.27	04:00:00	1799.419	1799.541	1797.462	1797.929	1503	0	62
2021.07.27	05:00:00	1797.931	1797.931	1794.590	1796.245	2442	0	62
2021.07.27	06:00:00	1796.188	1797.182	1793.526	1794.562	3410	0	62
2021.07.27	07:00:00	1794.569	1801.084	1793.840	1798.747	4521	0	62
2021.07.27	08:00:00	1798.769	1799.552	1794.867	1796.204	3218	0	62
2021.07.27	09:00:00	1796.228	1798.886	1795.476	1797.129	2931	0	62
2021.07.27	10:00:00	1797.113	1798.211	1796.267	1796.713	2386	0	62
2021.07.27	11:00:00	1796.761	1799.236	1795.060	1798.594	2958	0	62
2021.07.27	12:00:00	1798.640	1805.265	1797.933	1802.904	4599	0	62
2021.07.27	13:00:00	1802.868	1804.903	1800.119	1800.519	5433	0	62
2021.07.27	14:00:00	1800.469	1803.184	1794.593	1797.501	6527	0	62
2021.07.27	15:00:00	1797.471	1803.243	1795.908	1798.604	4746	0	62
2021.07.27	16:00:00	1798.613	1800.573	1797.780	1800.087	3407	0	62
2021.07.27	17:00:00	1800.031	1802.014	1799.637	1801.766	3110	0	62
2021.07.27	18:00:00	1801.754	1802.190	1799.791	1799.957	2332	0	62
2021.07.27	19:00:00	1799.947	1800.816	1799.208	1800.311	2454	0	62
2021.07.27	20:00:00	1800.266	1800.655	1798.625	1798.884	1376	0	62
2021.07.27	22:00:00	1800.131	1800.873	1799.063	1799.322	3442	0	0
2021.07.27	23:00:00	1799.371	1800.674	1799.330	1799.950	1084	0	112
2021.07.28	00:00:00	1799.967	1800.303	1798.177	1798.730	1759	0	112
2021.07.28	01:00:00	1798.741	1803.656	1798.057	1802.474	3426	0	62
2021.07.28	02:00:00	1802.472	1804.870	1800.894	1804.821	2850	0	62
2021.07.28	03:00:00	1804.776	1807.404	1804.725	1806.320	2519	0	112
2021.07.28	04:00:00	1806.317	1806.633	1804.742	1804.989	1716	0	112
2021.07.28	05:00:00	1805.004	1805.765	1803.601	1805.505	2616	0	62
2021.07.28	06:00:00	1805.557	1807.110	1803.758	1804.056	2888	0	112
2021.07.28	07:00:00	1804.103	1805.805	1801.875	1801.875	3119	0	62
2021.07.28	08:00:00	1801.921	1802.540	1799.347	1801.027	3368	0	112
2021.07.28	09:00:00	1801.023	1801.753	1798.141	1799.314	2922	0	62
2021.07.28	10:00:00	1799.313	1801.347	1798.807	1799.671	2645	0	62
2021.07.28	11:00:00	1799.686	1799.989	1795.303	1796.559	3237	0	62
2021.07.28	12:00:00	1796.514	1800.266	1796.101	1798.907	3603	0	62
2021.07.28	13:00:00	1798.886	1800.438	1794.569	1795.221	5081	0	62
2021.07.28	14:00:00	1795.269	1800.260	1794.560	1800.214	4604	0	62
2021.07.28	15:00:00	1800.257	1802.267	1799.453	1800.933	3280	0	62
2021.07.28	16:00:00	1800.974	1802.601	1800.627	1802.384	2376	0	62
2021.07.28	17:00:00	1802.385	1802.854	1798.324	1798.889	2681	0	62
2021.07.28	18:00:00	1798.858	1805.050	1792.537	1802.255	13514	0	112
2021.07.28	19:00:00	1802.301	1809.811	1801.640	1808.781	5211	0	112
2021.07.28	20:00:00	1808.826	1809.473	1806.681	1806.963	1999	0	112
2021.07.28	22:00:00	1807.097	1808.928	1807.073	1808.708	1776	0	0
2021.07.28	23:00:00	1808.710	1810.310	1808.429	1809.401	1359	0	112
2021.07.29	00:00:00	1809.368	1810.307	1808.679	1809.512	1669	0	112
2021.07.29	01:00:00	1809.559	1817.542	1809.559	1815.630	4444	0	112
2021.07.29	02:00:00	1815.621	1817.269	1814.416	1816.402	3166	0	112
2021.07.29	03:00:00	1816.375	1816.961	1814.917	1815.091	2182	0	112
2021.07.29	04:00:00	1815.093	1816.202	1814.584	1815.809	1453	0	112
2021.07.29	05:00:00	1815.768	1818.277	1815.360	1816.312	2711	0	112
2021.07.29	06:00:00	1816.263	1819.235	1815.496	1818.855	3290	0	112
2021.07.29	07:00:00	1818.890	1819.844	1816.151	1816.180	3589	0	112
2021.07.29	08:00:00	1816.183	1822.093	1815.236	1821.569	3805	0	112
2021.07.29	09:00:00	1821.528	1822.044	1819.529	1821.637	3037	0	112
2021.07.29	10:00:00	1821.624	1823.702	1821.530	1821.907	2896	0	112
2021.07.29	11:00:00	1821.905	1828.171	1821.750	1825.053	3903	0	112
2021.07.29	12:00:00	1825.027	1827.325	1823.365	1825.813	5414	0	112
2021.07.29	13:00:00	1825.820	1828.102	1823.420	1827.139	5578	0	112
2021.07.29	14:00:00	1827.089	1828.618	1825.881	1827.876	4194	0	112
2021.07.29	15:00:00	1827.923	1832.093	1826.993	1831.111	3772	0	112
2021.07.29	16:00:00	1831.157	1832.731	1829.801	1831.252	2855	0	112
2021.07.29	17:00:00	1831.226	1831.738	1830.373	1831.075	2930	0	112
2021.07.29	18:00:00	1831.051	1831.366	1829.717	1831.211	2133	0	112
2021.07.29	19:00:00	1831.218	1831.335	1828.230	1828.796	2104	0	112
2021.07.29	20:00:00	1828.736	1828.879	1827.812	1828.031	1560	0	112
2021.07.29	22:00:00	1828.525	1829.560	1828.432	1829.173	1760	0	0
2021.07.29	23:00:00	1829.210	1831.208	1829.070	1830.282	974	0	112
2021.07.30	00:00:00	1830.291	1830.291	1827.003	1827.447	2281	0	112
2021.07.30	01:00:00	1827.406	1830.440	1826.696	1828.227	3577	0	112
2021.07.30	02:00:00	1828.181	1829.282	1827.221	1827.512	2507	0	112
2021.07.30	03:00:00	1827.517	1829.706	1827.414	1828.618	2059	0	112
2021.07.30	04:00:00	1828.571	1828.840	1826.991	1827.596	1348	0	112
2021.07.30	05:00:00	1827.601	1829.028	1825.924	1828.382	2705	0	112
2021.07.30	06:00:00	1828.427	1828.916	1826.670	1828.348	3006	0	112
2021.07.30	07:00:00	1828.393	1831.351	1827.745	1829.284	3028	0	112
2021.07.30	08:00:00	1829.256	1829.981	1828.014	1829.751	2353	0	112
2021.07.30	09:00:00	1829.740	1829.891	1828.020	1828.359	2214	0	112
2021.07.30	10:00:00	1828.405	1829.175	1827.104	1828.948	2395	0	112
2021.07.30	11:00:00	1828.954	1829.056	1826.618	1827.642	2424	0	112
2021.07.30	12:00:00	1827.639	1829.903	1821.845	1822.819	4113	0	112
2021.07.30	13:00:00	1822.870	1827.289	1821.766	1824.402	5188	0	112
2021.07.30	14:00:00	1824.451	1825.597	1820.887	1822.769	4781	0	112
2021.07.30	15:00:00	1822.715	1823.844	1821.313	1822.665	3230	0	112
2021.07.30	16:00:00	1822.619	1822.739	1814.245	1814.340	3456	0	112
2021.07.30	17:00:00	1814.380	1816.481	1812.292	1814.568	3169	0	112
2021.07.30	18:00:00	1814.552	1814.898	1810.235	1811.992	2618	0	112
2021.07.30	19:00:00	1811.993	1814.883	1811.367	1814.441	2575	0	112
2021.07.30	20:00:00	1814.394	1814.604	1813.235	1814.027	1169	0	112
2021.08.01	22:00:00	1814.524	1815.048	1813.321	1814.148	2694	0	0
2021.08.01	23:00:00	1814.151	1814.151	1812.103	1813.884	1269	0	112
2021.08.02	00:00:00	1813.889	1816.606	1812.603	1816.565	2088	0	112
2021.08.02	01:00:00	1816.610	1816.917	1808.444	1811.050	4702	0	112
2021.08.02	02:00:00	1811.056	1812.450	1808.766	1812.143	3041	0	112
2021.08.02	03:00:00	1812.150	1812.346	1810.229	1812.110	2022	0	112
2021.08.02	04:00:00	1812.107	1812.180	1810.152	1810.632	1234	0	62
2021.08.02	05:00:00	1810.638	1813.266	1809.381	1811.483	2680	0	112
2021.08.02	06:00:00	1811.444	1811.444	1807.058	1808.380	4173	0	112
2021.08.02	07:00:00	1808.316	1809.792	1806.689	1808.113	3357	0	112
2021.08.02	08:00:00	1808.108	1809.290	1806.405	1807.378	2906	0	62
2021.08.02	09:00:00	1807.376	1810.375	1806.819	1810.299	2277	0	112
2021.08.02	10:00:00	1810.252	1810.782	1808.145	1808.748	2141	0	112
2021.08.02	11:00:00	1808.702	1811.733	1807.731	1811.391	2529	0	112
2021.08.02	12:00:00	1811.429	1811.628	1805.669	1806.693	4593	0	112
2021.08.02	13:00:00	1806.748	1812.598	1806.162	1808.802	4963	0	112
2021.08.02	14:00:00	1808.855	1816.465	1808.160	1814.759	5689	0	112
2021.08.02	15:00:00	1814.804	1815.872	1813.062	1814.556	3623	0	112
2021.08.02	16:00:00	1814.604	1818.417	1814.519	1817.860	2961	0	112
2021.08.02	17:00:00	1817.912	1819.526	1815.439	1815.929	2518	0	112
2021.08.02	18:00:00	1815.947	1816.427	1814.001	1816.353	2205	0	112
2021.08.02	19:00:00	1816.404	1816.451	1812.657	1813.195	2313	0	112
2021.08.02	20:00:00	1813.139	1814.299	1812.707	1813.471	1307	0	112
2021.08.02	22:00:00	1813.149	1813.710	1812.778	1812.938	1496	0	0
2021.08.02	23:00:00	1812.939	1813.127	1812.369	1812.540	829	0	112
2021.08.03	00:00:00	1812.586	1813.938	1811.033	1811.399	1658	0	112
2021.08.03	01:00:00	1811.400	1812.802	1809.464	1812.390	3153	0	112
2021.08.03	02:00:00	1812.394	1813.565	1810.576	1811.162	2165	0	112
2021.08.03	03:00:00	1811.117	1811.621	1809.671	1810.872	1984	0	112
2021.08.03	04:00:00	1810.871	1812.518	1810.770	1811.850	1832	0	112
2021.08.03	05:00:00	1811.805	1812.008	1810.010	1811.270	2279	0	112
2021.08.03	06:00:00	1811.322	1811.473	1808.231	1809.062	2711	0	112
2021.08.03	07:00:00	1809.056	1811.702	1808.994	1809.721	3113	0	112
2021.08.03	08:00:00	1809.717	1812.090	1808.923	1810.825	2654	0	112
2021.08.03	09:00:00	1810.815	1810.838	1808.477	1810.376	2333	0	112
2021.08.03	10:00:00	1810.373	1811.500	1809.602	1810.976	2317	0	112
2021.08.03	11:00:00	1810.942	1810.964	1809.084	1810.150	2148	0	112
2021.08.03	12:00:00	1810.122	1813.552	1807.093	1812.689	4702	0	62
2021.08.03	13:00:00	1812.734	1815.018	1809.600	1813.766	4942	0	112
2021.08.03	14:00:00	1813.827	1814.336	1809.251	1811.406	4439	0	112
2021.08.03	15:00:00	1811.451	1811.901	1808.695	1809.313	3200	0	112
2021.08.03	16:00:00	1809.338	1811.054	1808.774	1810.796	2134	0	112
2021.08.03	17:00:00	1810.798	1811.612	1810.081	1810.139	1947	0	112
2021.08.03	18:00:00	1810.136	1810.947	1809.868	1810.007	1595	0	112
2021.08.03	19:00:00	1809.972	1811.376	1809.889	1811.245	1489	0	112
2021.08.03	20:00:00	1811.199	1811.230	1810.084	1810.335	718	0	112
2021.08.03	22:00:00	1810.339	1810.727	1810.143	1810.722	1192	0	0
2021.08.03	23:00:00	1810.769	1811.232	1810.582	1811.165	544	0	62
2021.08.04	00:00:00	1811.157	1811.235	1809.776	1810.422	1227	0	62
2021.08.04	01:00:00	1810.449	1813.351	1808.946	1812.955	2716	0	112
2021.08.04	02:00:00	1812.961	1813.843	1812.340	1813.705	2357	0	112
2021.08.04	03:00:00	1813.701	1814.852	1813.148	1813.218	1872	0	112
2021.08.04	04:00:00	1813.222	1813.338	1812.312	1812.406	1198	0	62
2021.08.04	05:00:00	1812.358	1814.341	1812.044	1813.746	1940	0	112
2021.08.04	06:00:00	1813.699	1814.529	1812.261	1814.180	2517	0	112
2021.08.04	07:00:00	1814.166	1815.143	1812.987	1814.611	2627	0	112
2021.08.04	08:00:00	1814.596	1815.099	1811.037	1811.383	2315	0	112
2021.08.04	09:00:00	1811.385	1814.883	1810.768	1814.837	2165	0	112
2021.08.04	10:00:00	1814.854	1814.898	1813.196	1813.756	1615	0	112
2021.08.04	11:00:00	1813.712	1819.151	1813.231	1817.861	3056	0	112
2021.08.04	12:00:00	1817.888	1828.286	1817.888	1827.194	6977	0	112
2021.08.04	13:00:00	1827.150	1831.751	1826.571	1828.974	5796	0	112
2021.08.04	14:00:00	1828.921	1829.575	1809.004	1811.663	11558	0	112
2021.08.04	15:00:00	1811.713	1812.370	1806.402	1811.215	5064	0	112
2021.08.04	16:00:00	1811.237	1812.102	1810.167	1811.810	2927	0	112
2021.08.04	17:00:00	1811.856	1813.111	1810.601	1812.364	2407	0	112
2021.08.04	18:00:00	1812.369	1812.461	1810.467	1811.161	2072	0	112
2021.08.04	19:00:00	1811.115	1812.518	1810.866	1812.015	2166	0	112
2021.08.04	20:00:00	1811.967	1812.419	1810.948	1811.958	1090	0	112
2021.08.04	22:00:00	1812.083	1812.248	1811.471	1812.016	1430	0	0
2021.08.04	23:00:00	1812.064	1812.498	1811.506	1811.710	891	0	62
2021.08.05	00:00:00	1811.707	1811.759	1809.600	1809.841	1543	0	112
2021.08.05	01:00:00	1809.796	1811.964	1809.096	1810.492	2818	0	112
2021.08.05	02:00:00	1810.538	1810.683	1809.083	1810.607	2314	0	112
2021.08.05	03:00:00	1810.634	1811.760	1810.071	1811.104	1672	0	112
2021.08.05	04:00:00	1811.058	1811.526	1810.167	1811.057	1017	0	112
2021.08.05	05:00:00	1811.044	1811.086	1808.590	1808.633	1806	0	112
2021.08.05	06:00:00	1808.636	1811.113	1808.487	1809.874	2652	0	112
2021.08.05	07:00:00	1809.828	1814.644	1809.423	1813.749	3263	0	112
2021.08.05	08:00:00	1813.703	1814.130	1808.352	1811.006	2947	0	112
2021.08.05	09:00:00	1810.960	1811.716	1809.701	1810.524	2297	0	112
2021.08.05	10:00:00	1810.479	1813.451	1809.924	1813.437	2646	0	112
2021.08.05	11:00:00	1813.482	1814.859	1811.975	1813.162	3172	0	112
2021.08.05	12:00:00	1813.116	1813.777	1808.503	1809.264	4536	0	112
2021.08.05	13:00:00	1809.216	1812.082	1797.709	1803.770	7090	0	112
2021.08.05	14:00:00	1803.790	1805.678	1800.449	1802.854	5825	0	112
2021.08.05	15:00:00	1802.899	1804.627	1801.503	1804.257	3664	0	112
2021.08.05	16:00:00	1804.265	1808.248	1803.928	1807.052	2771	0	112
2021.08.05	17:00:00	1807.037	1807.314	1804.378	1804.952	2300	0	112
2021.08.05	18:00:00	1804.943	1805.008	1803.342	1803.722	1984	0	112
2021.08.05	19:00:00	1803.689	1805.664	1803.437	1804.426	1660	0	112
2021.08.05	20:00:00	1804.471	1804.886	1803.798	1804.050	965	0	112
2021.08.05	22:00:00	1804.666	1804.853	1804.056	1804.065	1372	0	0
2021.08.05	23:00:00	1804.115	1804.159	1803.411	1803.490	613	0	112
2021.08.06	00:00:00	1803.445	1803.695	1801.534	1801.859	1638	0	62
2021.08.06	01:00:00	1801.872	1802.412	1800.383	1800.932	2607	0	112
2021.08.06	02:00:00	1800.924	1801.489	1799.787	1800.502	2100	0	112
2021.08.06	03:00:00	1800.472	1801.249	1799.326	1801.121	1576	0	112
2021.08.06	04:00:00	1801.075	1801.230	1799.100	1800.581	1300	0	112
2021.08.06	05:00:00	1800.628	1800.980	1798.951	1800.538	1889	0	112
2021.08.06	06:00:00	1800.487	1802.024	1799.777	1800.117	2742	0	112
2021.08.06	07:00:00	1800.098	1801.191	1796.960	1800.097	3020	0	62
2021.08.06	08:00:00	1800.093	1800.738	1798.983	1799.714	2234	0	62
2021.08.06	09:00:00	1799.716	1800.100	1797.949	1798.781	2102	0	62
2021.08.06	10:00:00	1798.786	1799.009	1794.602	1794.975	2765	0	62
2021.08.06	11:00:00	1795.006	1800.176	1794.722	1799.686	2724	0	62
2021.08.06	12:00:00	1799.706	1801.450	1775.413	1776.544	14396	0	62
2021.08.06	13:00:00	1776.495	1776.495	1763.275	1763.745	13946	0	62
2021.08.06	14:00:00	1763.703	1768.118	1761.227	1761.227	8411	0	62
2021.08.06	15:00:00	1761.178	1764.972	1758.599	1762.002	7277	0	62
2021.08.06	16:00:00	1762.032	1762.519	1758.619	1759.536	4431	0	62
2021.08.06	17:00:00	1759.569	1764.603	1759.569	1764.250	4069	0	62
2021.08.06	18:00:00	1764.280	1765.762	1763.036	1763.680	2655	0	62
2021.08.06	19:00:00	1763.649	1764.282	1759.833	1760.259	3211	0	62
2021.08.06	20:00:00	1760.199	1764.190	1760.061	1763.912	2207	0	62
2021.08.08	22:00:00	1761.520	1762.416	1701.390	1702.542	24804	0	0
2021.08.08	23:00:00	1706.507	1726.924	1686.963	1719.147	22259	0	62
2021.08.09	00:00:00	1719.125	1728.826	1706.025	1727.772	13419	0	62
2021.08.09	01:00:00	1727.721	1741.950	1727.621	1734.717	12328	0	62
2021.08.09	02:00:00	1734.763	1741.976	1733.560	1740.226	6326	0	62
2021.08.09	03:00:00	1740.196	1740.556	1736.360	1738.187	4473	0	62
2021.08.09	04:00:00	1738.220	1741.010	1737.519	1738.533	3474	0	62
2021.08.09	05:00:00	1738.518	1746.661	1737.721	1742.544	5280	0	62
2021.08.09	06:00:00	1742.511	1748.002	1742.023	1745.513	5298	0	62
2021.08.09	07:00:00	1745.545	1752.731	1743.636	1749.293	6500	0	62
2021.08.09	08:00:00	1749.262	1749.713	1745.104	1746.724	5437	0	62
2021.08.09	09:00:00	1746.693	1747.535	1739.042	1743.805	6616	0	62
2021.08.09	10:00:00	1743.837	1744.342	1739.141	1740.373	5600	0	62
2021.08.09	11:00:00	1740.404	1748.813	1739.495	1744.193	6850	0	62
2021.08.09	12:00:00	1744.209	1748.460	1737.955	1738.245	10277	0	62
2021.08.09	13:00:00	1738.210	1745.470	1738.177	1738.580	13146	0	62
2021.08.09	14:00:00	1738.612	1741.154	1729.589	1729.719	12122	0	62
2021.08.09	15:00:00	1729.753	1732.426	1726.299	1728.433	8891	0	62
2021.08.09	16:00:00	1728.445	1728.562	1723.878	1726.174	5783	0	62
2021.08.09	17:00:00	1726.206	1729.931	1724.681	1729.931	4352	0	62
2021.08.09	18:00:00	1729.899	1731.730	1728.088	1728.354	3295	0	62
2021.08.09	19:00:00	1728.388	1730.686	1728.382	1728.781	3228	0	62
2021.08.09	20:00:00	1728.749	1730.666	1728.523	1729.604	1752	0	62
2021.08.09	22:00:00	1730.240	1732.334	1728.788	1731.111	3267	0	0
2021.08.09	23:00:00	1731.143	1733.208	1730.580	1731.525	2213	0	62
2021.08.10	00:00:00	1731.518	1732.939	1730.275	1732.477	3018	0	62
2021.08.10	01:00:00	1732.460	1735.622	1731.086	1734.473	4537	0	62
2021.08.10	02:00:00	1734.464	1735.366	1733.176	1734.758	3031	0	62
2021.08.10	03:00:00	1734.755	1737.478	1734.190	1737.384	2410	0	62
2021.08.10	04:00:00	1737.367	1737.688	1735.569	1735.782	2298	0	62
2021.08.10	05:00:00	1735.771	1736.465	1732.793	1734.019	3982	0	62
2021.08.10	06:00:00	1733.983	1738.309	1733.345	1736.637	4235	0	62
2021.08.10	07:00:00	1736.604	1737.111	1733.707	1735.802	4799	0	62
2021.08.10	08:00:00	1735.787	1735.820	1728.824	1731.621	4414	0	62
2021.08.10	09:00:00	1731.589	1731.673	1728.617	1729.818	4377	0	62
2021.08.10	10:00:00	1729.825	1730.956	1727.566	1730.839	4002	0	62
2021.08.10	11:00:00	1730.870	1732.592	1728.579	1732.460	3754	0	62
2021.08.10	12:00:00	1732.427	1733.776	1726.258	1727.703	6474	0	62
2021.08.10	13:00:00	1727.676	1729.934	1721.051	1721.963	10100	0	62
2021.08.10	14:00:00	1721.994	1727.289	1717.773	1726.543	9856	0	62
2021.08.10	15:00:00	1726.513	1732.745	1725.544	1731.531	5555	0	62
2021.08.10	16:00:00	1731.499	1732.461	1729.233	1729.436	3733	0	62
2021.08.10	17:00:00	1729.403	1732.073	1729.335	1731.140	3142	0	62
2021.08.10	18:00:00	1731.118	1732.117	1729.828	1730.209	2481	0	62
2021.08.10	19:00:00	1730.177	1730.330	1728.388	1729.250	2241	0	62
2021.08.10	20:00:00	1729.219	1729.260	1728.256	1729.241	1282	0	62
2021.08.10	22:00:00	1729.399	1729.841	1728.255	1728.812	1740	0	0
2021.08.10	23:00:00	1728.821	1728.979	1726.959	1726.959	1259	0	62
2021.08.11	00:00:00	1726.968	1727.880	1725.166	1726.349	2542	0	62
2021.08.11	01:00:00	1726.217	1731.129	1724.048	1731.032	3966	0	62
2021.08.11	02:00:00	1731.002	1733.634	1730.036	1733.213	3121	0	62
2021.08.11	03:00:00	1733.244	1735.214	1733.033	1733.905	2603	0	62
2021.08.11	04:00:00	1733.914	1734.718	1732.037	1732.674	2234	0	62
2021.08.11	05:00:00	1732.668	1734.350	1731.921	1734.294	2615	0	62
2021.08.11	06:00:00	1734.263	1734.582	1729.969	1732.054	4363	0	62
2021.08.11	07:00:00	1732.023	1733.423	1729.013	1732.693	4549	0	62
2021.08.11	08:00:00	1732.684	1733.768	1730.981	1733.154	3122	0	62
2021.08.11	09:00:00	1733.159	1734.609	1732.523	1733.432	3172	0	62
2021.08.11	10:00:00	1733.426	1738.506	1733.229	1737.628	3456	0	62
2021.08.11	11:00:00	1737.622	1738.427	1736.559	1737.665	3149	0	62
2021.08.11	12:00:00	1737.660	1747.536	1734.823	1744.877	16930	0	62
2021.08.11	13:00:00	1744.846	1746.583	1738.732	1740.010	13250	0	62
2021.08.11	14:00:00	1739.980	1746.089	1739.773	1745.914	7484	0	62
2021.08.11	15:00:00	1745.894	1752.123	1745.822	1751.673	4708	0	62
2021.08.11	16:00:00	1751.692	1751.692	1747.682	1749.922	3426	0	62
2021.08.11	17:00:00	1749.936	1754.473	1748.891	1752.786	6697	0	62
2021.08.11	18:00:00	1752.800	1754.334	1751.183	1751.532	3319	0	62
2021.08.11	19:00:00	1751.499	1753.048	1751.184	1752.889	2554	0	62
2021.08.11	20:00:00	1752.841	1753.014	1751.354	1751.596	1354	0	62
2021.08.11	22:00:00	1751.166	1752.048	1750.731	1750.958	2178	0	0
2021.08.11	23:00:00	1750.993	1752.479	1750.993	1752.395	1378	0	62
2021.08.12	00:00:00	1752.380	1753.648	1751.235	1751.351	2346	0	62
2021.08.12	01:00:00	1751.348	1752.151	1748.997	1750.702	3517	0	62
2021.08.12	02:00:00	1750.714	1751.218	1748.921	1749.932	2662	0	62
2021.08.12	03:00:00	1749.962	1751.427	1749.267	1750.731	2539	0	62
2021.08.12	04:00:00	1750.764	1752.460	1750.613	1751.791	1806	0	62
2021.08.12	05:00:00	1751.803	1753.190	1751.076	1751.493	2988	0	62
2021.08.12	06:00:00	1751.462	1755.978	1750.598	1752.977	4307	0	62
2021.08.12	07:00:00	1752.946	1758.174	1751.832	1756.842	4423	0	62
2021.08.12	08:00:00	1756.840	1757.672	1753.850	1755.818	3568	0	62
2021.08.12	09:00:00	1755.819	1756.419	1753.618	1753.822	2980	0	62
2021.08.12	10:00:00	1753.824	1753.877	1750.984	1751.096	3226	0	62
2021.08.12	11:00:00	1751.080	1752.624	1749.432	1749.537	3859	0	62
2021.08.12	12:00:00	1749.507	1751.663	1743.838	1749.425	9930	0	62
2021.08.12	13:00:00	1749.391	1750.370	1741.491	1747.643	10858	0	62
2021.08.12	14:00:00	1747.612	1749.866	1745.635	1748.129	8230	0	62
2021.08.12	15:00:00	1748.153	1752.358	1746.470	1751.773	4541	0	62
2021.08.12	16:00:00	1751.739	1753.995	1750.321	1751.442	3537	0	62
2021.08.12	17:00:00	1751.411	1752.269	1749.674	1751.651	3792	0	62
2021.08.12	18:00:00	1751.649	1753.440	1751.567	1751.821	2458	0	62
2021.08.12	19:00:00	1751.823	1753.945	1751.736	1753.587	2103	0	62
2021.08.12	20:00:00	1753.557	1753.588	1752.620	1752.646	1197	0	62
2021.08.12	22:00:00	1753.149	1753.716	1752.793	1753.716	1800	0	0
2021.08.12	23:00:00	1753.711	1754.242	1752.933	1753.484	1027	0	62
2021.08.13	00:00:00	1753.451	1753.638	1752.032	1753.176	2024	0	62
2021.08.13	01:00:00	1753.175	1755.921	1751.720	1754.149	3645	0	62
2021.08.13	02:00:00	1754.147	1756.815	1753.958	1755.372	2325	0	62
2021.08.13	03:00:00	1755.367	1756.338	1754.881	1755.293	1858	0	62
2021.08.13	04:00:00	1755.294	1755.581	1754.545	1755.388	1165	0	62
2021.08.13	05:00:00	1755.355	1757.045	1754.703	1755.923	2847	0	62
2021.08.13	06:00:00	1755.888	1759.335	1755.505	1756.884	3846	0	62
2021.08.13	07:00:00	1756.893	1760.336	1756.893	1757.683	4214	0	62
2021.08.13	08:00:00	1757.651	1758.402	1755.727	1756.107	3653	0	62
2021.08.13	09:00:00	1756.096	1759.124	1756.001	1758.499	2584	0	62
2021.08.13	10:00:00	1758.496	1761.761	1758.429	1759.791	2892	0	62
